left_identity,right_identity,left_index,right_index,label,split
Johnny_Depp,Johnny_Depp,2,1,1,train
Patty_Schnyder,Patty_Schnyder,2,4,1,train
Lino_Oviedo,Lino_Oviedo,1,2,1,train
Mike_Krzyzewski,Mike_Krzyzewski,1,6,1,train
David_Wells,David_Wells,7,6,1,train
Adrian_McPherson,Adrian_McPherson,1,2,1,train
Michelle_Collins,Michelle_Collins,1,2,1,train
Samira_Makhmalbaf,Samira_Makhmalbaf,1,2,1,train
Ricardo_Lagos,Ricardo_Lagos,2,12,1,train
Carlos_Bianchi,Carlos_Bianchi,1,2,1,train
Peter_Arnett,Peter_Arnett,2,1,1,train
Ali_Khamenei,Ali_Khamenei,3,2,1,train
Yuri_Malenchenko,Yuri_Malenchenko,1,2,1,train
Kenneth_Branagh,Kenneth_Branagh,2,1,1,train
Ian_McKellen,Ian_McKellen,1,2,1,train
Jose_Serra,Jose_Serra,9,5,1,train
Anders_Ebbeson,Anders_Ebbeson,3,2,1,train
Kevin_Spacey,Kevin_Spacey,5,2,1,train
George_Lopez,George_Lopez,3,5,1,train
Elijah_Wood,Elijah_Wood,2,1,1,train
Jennifer_Garner,Jennifer_Garner,9,3,1,train
Vin_Diesel,Vin_Diesel,2,1,1,train
Don_Nickles,Don_Nickles,2,1,1,train
Keith_Bogans,Keith_Bogans,3,2,1,train
Arye_Mekel,Arye_Mekel,1,2,1,train
Toshihiko_Fukui,Toshihiko_Fukui,1,2,1,train
Luis_Gonzalez_Macchi,Luis_Gonzalez_Macchi,5,4,1,train
Kevin_Spacey,Kevin_Spacey,5,4,1,train
Angela_Merkel,Angela_Merkel,2,3,1,train
Tom_Hanks,Tom_Hanks,7,6,1,train
Bob_Geldof,Bob_Geldof,1,2,1,train
Reggie_Miller,Reggie_Miller,1,2,1,train
Cruz_Bustamante,Cruz_Bustamante,2,1,1,train
Alexander_Downer,Alexander_Downer,2,1,1,train
Gregory_Hines,Gregory_Hines,2,1,1,train
Kim_Dae-jung,Kim_Dae-jung,5,1,1,train
Tassos_Papadopoulos,Tassos_Papadopoulos,1,3,1,train
Jong_Thae_Hwa,Jong_Thae_Hwa,1,2,1,train
Mario_Dumont,Mario_Dumont,2,1,1,train
Rick_Perry,Rick_Perry,5,4,1,train
Rolf_Eckrodt,Rolf_Eckrodt,1,2,1,train
Daryl_Hannah,Daryl_Hannah,1,2,1,train
Margaret_Thatcher,Margaret_Thatcher,1,2,1,train
Princess_Elisabeth,Princess_Elisabeth,1,2,1,train
Yossi_Beilin,Yossi_Beilin,2,1,1,train
Aron_Ralston,Aron_Ralston,1,2,1,train
Brooke_Shields,Brooke_Shields,2,1,1,train
Keanu_Reeves,Keanu_Reeves,10,6,1,train
Rolandas_Paksas,Rolandas_Paksas,2,1,1,train
Nan_Wang,Nan_Wang,2,3,1,train
Jim_OBrien,Jim_OBrien,3,2,1,train
Kemal_Dervis,Kemal_Dervis,1,2,1,train
Juan_Manuel_Marquez,Juan_Manuel_Marquez,2,3,1,train
Asa_Hutchinson,Asa_Hutchinson,2,1,1,train
Michael_Leavitt,Michael_Leavitt,1,2,1,train
Patricia_Heaton,Patricia_Heaton,2,1,1,train
Johnny_Unitas,Johnny_Unitas,2,1,1,train
Priscilla_Presley,Priscilla_Presley,1,2,1,train
Lee_Jun,Lee_Jun,1,2,1,train
Angelo_Reyes,Angelo_Reyes,1,2,1,train
Ishaq_Shahryar,Ishaq_Shahryar,1,2,1,train
Michael_Keaton,Michael_Keaton,2,1,1,train
Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee,2,15,1,train
Brian_Griese,Brian_Griese,1,2,1,train
Freddy_Garcia,Freddy_Garcia,2,1,1,train
Rick_Carlisle,Rick_Carlisle,3,2,1,train
Clay_Aiken,Clay_Aiken,5,4,1,train
John_Walsh,John_Walsh,1,2,1,train
Franco_Dragone,Franco_Dragone,2,1,1,train
Mitoji_Yabunaka,Mitoji_Yabunaka,1,2,1,train
Mary_Carey,Mary_Carey,4,1,1,train
Salma_Hayek,Salma_Hayek,13,6,1,train
Tsutomu_Takebe,Tsutomu_Takebe,2,1,1,train
Boris_Berezovsky,Boris_Berezovsky,1,2,1,train
Billy_Crystal,Billy_Crystal,6,4,1,train
Nicolas_Escude,Nicolas_Escude,2,1,1,train
Edwina_Currie,Edwina_Currie,2,4,1,train
John_Snow,John_Snow,8,5,1,train
Kurt_Busch,Kurt_Busch,2,1,1,train
Georgi_Parvanov,Georgi_Parvanov,1,2,1,train
Mathias_Reichhold,Mathias_Reichhold,2,3,1,train
Kathy_Winters,Kathy_Winters,1,2,1,train
James_Cunningham,James_Cunningham,2,1,1,train
Bertrand_Bonello,Bertrand_Bonello,2,1,1,train
Petro_Symonenko,Petro_Symonenko,2,1,1,train
Jose_Manuel_Durao_Barroso,Jose_Manuel_Durao_Barroso,2,4,1,train
Mary_Steenburgen,Mary_Steenburgen,1,2,1,train
Tracee_Ellis_Ross,Tracee_Ellis_Ross,1,2,1,train
Aaron_Sorkin,Aaron_Sorkin,1,2,1,train
John_Paul_II,John_Paul_II,6,10,1,train
Michelle_Collins,Michelle_Collins,1,2,1,train
Carol_Burnett,Carol_Burnett,2,1,1,train
Natalie_Maines,Natalie_Maines,3,5,1,train
Walter_Mondale,Walter_Mondale,1,5,1,train
Kofi_Annan,Kofi_Annan,23,29,1,train
Sepp_Blatter,Sepp_Blatter,2,4,1,train
Ciro_Gomes,Ciro_Gomes,2,5,1,train
Doug_Melvin,Doug_Melvin,1,3,1,train
Cristina_Saralegui,Cristina_Saralegui,1,2,1,train
Dorthy_Moxley,Dorthy_Moxley,1,2,1,train
Ron_Howard,Ron_Howard,2,1,1,train
Daniel_Radcliffe,Daniel_Radcliffe,4,2,1,train
Eve_Pelletier,Eve_Pelletier,2,1,1,train
Flor_Montulo,Flor_Montulo,1,2,1,train
Patrick_McEnroe,Patrick_McEnroe,2,1,1,train
Dolma_Tsering,Dolma_Tsering,1,2,1,train
Eric_Hinske,Eric_Hinske,1,2,1,train
Wang_Yingfan,Wang_Yingfan,1,2,1,train
Richard_Krajicek,Richard_Krajicek,3,2,1,train
Romano_Prodi,Romano_Prodi,4,6,1,train
Hanan_Ashrawi,Hanan_Ashrawi,1,2,1,train
Arianna_Huffington,Arianna_Huffington,3,4,1,train
Angelina_Jolie,Angelina_Jolie,12,4,1,train
Catherine_Zeta-Jones,Catherine_Zeta-Jones,5,7,1,train
Yossi_Beilin,Yossi_Beilin,2,1,1,train
Kiki_Vandeweghe,Kiki_Vandeweghe,2,1,1,train
Guido_Westerwelle,Guido_Westerwelle,1,2,1,train
Dennis_Kucinich,Dennis_Kucinich,6,1,1,train
Elizabeth_Smart,Elizabeth_Smart,2,3,1,train
Blythe_Hartley,Blythe_Hartley,2,1,1,train
Monica_Seles,Monica_Seles,1,3,1,train
Kim_Jin-sun,Kim_Jin-sun,2,1,1,train
Yu_Shyi-kun,Yu_Shyi-kun,3,1,1,train
Marilyn_Monroe,Marilyn_Monroe,2,1,1,train
Kent_Rominger,Kent_Rominger,2,1,1,train
Ben_Glisan,Ben_Glisan,2,1,1,train
Prince_Claus,Prince_Claus,2,1,1,train
Robert_Blake,Robert_Blake,4,8,1,train
Natalie_Cole,Natalie_Cole,3,1,1,train
Robert_Horan,Robert_Horan,2,1,1,train
Russell_Crowe,Russell_Crowe,1,2,1,train
Steve_Park,Steve_Park,1,2,1,train
Leslie_Caldwell,Leslie_Caldwell,2,1,1,train
John_Paul_II,John_Paul_II,3,10,1,train
Constance_Marie,Constance_Marie,2,1,1,train
Christina_Aguilera,Christina_Aguilera,1,4,1,train
Heidi_Fleiss,Heidi_Fleiss,2,3,1,train
Kent_Rominger,Kent_Rominger,2,1,1,train
Joe_Mantello,Joe_Mantello,2,1,1,train
Amanda_Bynes,Amanda_Bynes,3,1,1,train
Ed_Rosenthal,Ed_Rosenthal,1,3,1,train
Nikki_Reed,Nikki_Reed,1,2,1,train
Gordon_Brown,Gordon_Brown,10,13,1,train
Christine_Baumgartner,Christine_Baumgartner,5,2,1,train
Christine_Baumgartner,Christine_Baumgartner,1,3,1,train
Jane_Kaczmarek,Jane_Kaczmarek,2,1,1,train
John_Snow,John_Snow,16,12,1,train
Ricardo_Sanchez,Ricardo_Sanchez,4,6,1,train
Martin_Scorsese,Martin_Scorsese,2,7,1,train
Aron_Ralston,Aron_Ralston,1,2,1,train
Meghann_Shaughnessy,Meghann_Shaughnessy,1,2,1,train
Thomas_Fargo,Thomas_Fargo,2,3,1,train
Mohammad_Khatami,Mohammad_Khatami,4,2,1,train
Brad_Garrett,Brad_Garrett,4,3,1,train
Ricky_Barnes,Ricky_Barnes,2,1,1,train
Luis_Horna,Luis_Horna,4,6,1,train
Terry_Stotts,Terry_Stotts,2,1,1,train
Jack_Grubman,Jack_Grubman,1,2,1,train
Abdoulaye_Wade,Abdoulaye_Wade,4,1,1,train
Inam-ul-Haq,Inam-ul-Haq,2,1,1,train
Hee-Won_Han,Hee-Won_Han,2,1,1,train
Kevin_Spacey,Kevin_Spacey,3,4,1,train
Roger_Clemens,Roger_Clemens,2,1,1,train
Mohammed_Baqir_al-Hakim,Mohammed_Baqir_al-Hakim,1,2,1,train
James_Caan,James_Caan,3,1,1,train
Lisa_Marie_Presley,Lisa_Marie_Presley,2,4,1,train
George_W_Bush,George_W_Bush,463,93,1,train
Jeffrey_Scott_Postell,Jeffrey_Scott_Postell,1,2,1,train
Kim_Jong-Il,Kim_Jong-Il,2,4,1,train
Chuck_Yeager,Chuck_Yeager,2,1,1,train
Penelope_Ann_Miller,Penelope_Ann_Miller,1,2,1,train
Terry_McAuliffe,Terry_McAuliffe,3,1,1,train
Thierry_Falise,Thierry_Falise,1,2,1,train
Thomas_Birmingham,Thomas_Birmingham,1,2,1,train
Zico,Zico,1,2,1,train
Billy_Crystal,Billy_Crystal,3,1,1,train
Julie_Gerberding,Julie_Gerberding,12,7,1,train
Tom_Ridge,Tom_Ridge,11,25,1,train
Donna_Shalala,Donna_Shalala,2,1,1,train
Nadia_Petrova,Nadia_Petrova,3,2,1,train
Kelvin_Sampson,Kelvin_Sampson,1,3,1,train
Fujio_Cho,Fujio_Cho,4,3,1,train
David_Leahy,David_Leahy,2,1,1,train
Jessica_Lange,Jessica_Lange,1,2,1,train
Kamal_Kharrazi,Kamal_Kharrazi,2,1,1,train
Dolma_Tsering,Dolma_Tsering,2,1,1,train
Rolandas_Paksas,Rolandas_Paksas,2,1,1,train
George_Lopez,George_Lopez,1,4,1,train
Lee_Soo-hyuck,Lee_Soo-hyuck,1,2,1,train
Elinor_Caplan,Elinor_Caplan,2,1,1,train
Jane_Kaczmarek,Jane_Kaczmarek,1,2,1,train
Harry_Schmidt,Harry_Schmidt,3,4,1,train
Barbra_Streisand,Barbra_Streisand,3,1,1,train
Frank_Solich,Frank_Solich,2,5,1,train
Nicanor_Duarte_Frutos,Nicanor_Duarte_Frutos,11,6,1,train
Ludivine_Sagnier,Ludivine_Sagnier,2,1,1,train
Mary_Landrieu,Mary_Landrieu,3,2,1,train
Larry_Brown,Larry_Brown,1,7,1,train
Alexandra_Stevenson,Alexandra_Stevenson,2,1,1,train
Jack_Nicholson,Jack_Nicholson,3,2,1,train
John_Brady,John_Brady,1,2,1,train
Mark_Dacey,Mark_Dacey,2,1,1,train
Jonathan_Mostow,Jonathan_Mostow,2,1,1,train
Fred_Eckhard,Fred_Eckhard,2,1,1,train
Tyler_Hamilton,Tyler_Hamilton,1,2,1,train
Lenny_Wilkens,Lenny_Wilkens,1,3,1,train
Eileen_Coparropa,Eileen_Coparropa,2,3,1,train
Richard_Butler,Richard_Butler,1,2,1,train
Ronald_Reagan,Ronald_Reagan,1,3,1,train
Frank_Griswold,Frank_Griswold,1,2,1,train
Martin_Hoellwarth,Martin_Hoellwarth,2,1,1,train
Eddy_Merckx,Eddy_Merckx,2,1,1,train
Kim_Dae-jung,Kim_Dae-jung,6,2,1,train
Kenneth_Evans,Kenneth_Evans,2,1,1,train
Rita_Grande,Rita_Grande,1,3,1,train
Andre_Agassi,Andre_Agassi,13,1,1,train
Tomoko_Hagiwara,Tomoko_Hagiwara,1,2,1,train
Ricardo_Lagos,Ricardo_Lagos,26,4,1,train
Candice_Bergen,Candice_Bergen,3,2,1,train
Marco_Antonio_Barrera,Marco_Antonio_Barrera,1,3,1,train
Daniela_Hantuchova,Daniela_Hantuchova,1,2,1,train
Jesse_Ventura,Jesse_Ventura,1,2,1,train
Dennis_Kozlowski,Dennis_Kozlowski,1,2,1,train
Zinedine_Zidane,Zinedine_Zidane,5,6,1,train
Thomas_Birmingham,Thomas_Birmingham,1,2,1,train
S_Jayakumar,S_Jayakumar,2,1,1,train
John_Walsh,John_Walsh,1,2,1,train
Sally_Field,Sally_Field,3,2,1,train
John_Rowland,John_Rowland,2,1,1,train
John_Taylor,John_Taylor,1,2,1,train
Gordon_Campbell,Gordon_Campbell,2,1,1,train
Gary_Bergeron,Gary_Bergeron,2,1,1,train
Saddam_Hussein,Saddam_Hussein,10,19,1,train
Kiki_Vandeweghe,Kiki_Vandeweghe,1,2,1,train
Ken_Macha,Ken_Macha,3,2,1,train
Jennifer_Capriati,Jennifer_Capriati,5,10,1,train
Pat_Cox,Pat_Cox,1,2,1,train
Patricia_Heaton,Patricia_Heaton,1,2,1,train
Fred_Thompson,Fred_Thompson,3,1,1,train
John_Banko,John_Banko,2,1,1,train
Antonio_Trillanes,Antonio_Trillanes,2,1,1,train
Paul_Martin,Paul_Martin,4,3,1,train
Doug_Collins,Doug_Collins,2,1,1,train
Heidi_Klum,Heidi_Klum,3,2,1,train
George_Karl,George_Karl,2,1,1,train
Gary_Locke,Gary_Locke,1,2,1,train
Queen_Beatrix,Queen_Beatrix,1,2,1,train
Carlos_Mesa,Carlos_Mesa,1,2,1,train
Ron_Dittemore,Ron_Dittemore,8,6,1,train
Julie_Gerberding,Julie_Gerberding,5,13,1,train
Michelle_Yeoh,Michelle_Yeoh,2,1,1,train
Aicha_El_Ouafi,Aicha_El_Ouafi,3,1,1,train
Erik_Morales,Erik_Morales,3,1,1,train
Yevgeny_Kafelnikov,Yevgeny_Kafelnikov,4,3,1,train
Tony_Stewart,Tony_Stewart,1,6,1,train
David_Wolf,David_Wolf,1,2,1,train
S_Jayakumar,S_Jayakumar,2,1,1,train
Aldo_Paredes,Aldo_Paredes,2,1,1,train
Ken_Macha,Ken_Macha,2,1,1,train
Mike_Tyson,Mike_Tyson,2,1,1,train
Ahmed_Chalabi,Ahmed_Chalabi,3,5,1,train
Bo_Pelini,Bo_Pelini,1,2,1,train
Bobby_Robson,Bobby_Robson,1,2,1,train
Rob_Lowe,Rob_Lowe,1,3,1,train
Andrew_Bunner,Andrew_Bunner,1,2,1,train
Anders_Ebbeson,Anders_Ebbeson,2,3,1,train
James_Kelly,James_Kelly,3,5,1,train
Lou_Piniella,Lou_Piniella,1,3,1,train
Rick_Pitino,Rick_Pitino,3,4,1,train
Vladimiro_Montesinos,Vladimiro_Montesinos,3,2,1,train
Kurt_Busch,Kurt_Busch,1,2,1,train
Lenny_Wilkens,Lenny_Wilkens,3,1,1,train
Denise_Johnson,Denise_Johnson,2,1,1,train
Jan_Ullrich,Jan_Ullrich,4,6,1,train
Carlos_Manuel_Pruneda,Carlos_Manuel_Pruneda,3,2,1,train
James_Schultz,James_Schultz,2,1,1,train
Princess_Aiko,Princess_Aiko,1,2,1,train
Hu_Jintao,Hu_Jintao,10,3,1,train
Jonathan_Mostow,Jonathan_Mostow,2,1,1,train
Bill_Paxton,Bill_Paxton,3,4,1,train
Jessica_Alba,Jessica_Alba,2,1,1,train
Kristin_Davis,Kristin_Davis,1,3,1,train
Susie_Castillo,Susie_Castillo,2,1,1,train
Michael_Powell,Michael_Powell,2,3,1,train
Lana_Clarkson,Lana_Clarkson,2,1,1,train
Rupert_Grint,Rupert_Grint,1,2,1,train
Paulo_Cesar_Pinheiro,Paulo_Cesar_Pinheiro,2,1,1,train
Mohammed_Baqir_al-Hakim,Mohammed_Baqir_al-Hakim,1,2,1,train
Fernando_Henrique_Cardoso,Fernando_Henrique_Cardoso,3,5,1,train
Megawati_Sukarnoputri,Megawati_Sukarnoputri,26,7,1,train
Luke_Walton,Luke_Walton,1,2,1,train
John_Abizaid,John_Abizaid,8,7,1,train
James_Maguire,James_Maguire,2,1,1,train
Dorthy_Moxley,Dorthy_Moxley,1,2,1,train
Joan_Claybrook,Joan_Claybrook,2,1,1,train
Steve_Ballmer,Steve_Ballmer,1,2,1,train
Felix_Mantilla,Felix_Mantilla,2,1,1,train
Edward_Lu,Edward_Lu,6,1,1,train
Lou_Piniella,Lou_Piniella,2,1,1,train
Chuck_Amato,Chuck_Amato,2,1,1,train
Miguel_Contreras,Miguel_Contreras,1,2,1,train
Jiri_Novak,Jiri_Novak,5,7,1,train
Steve_Nash,Steve_Nash,5,1,1,train
Frances_Fisher,Frances_Fisher,2,1,1,train
Grant_Hackett,Grant_Hackett,1,5,1,train
Eric_Clapton,Eric_Clapton,1,2,1,train
Dale_Earnhardt_Jr,Dale_Earnhardt_Jr,2,4,1,train
Marcelo_Salas,Marcelo_Salas,2,3,1,train
Cesar_Gaviria,Cesar_Gaviria,8,2,1,train
Benjamin_Netanyahu,Benjamin_Netanyahu,3,5,1,train
Kate_Capshaw,Kate_Capshaw,2,1,1,train
Isabella_Rossellini,Isabella_Rossellini,1,3,1,train
Brendan_Hansen,Brendan_Hansen,2,1,1,train
James_Caan,James_Caan,1,2,1,train
Scott_Wolf,Scott_Wolf,1,2,1,train
Andrew_Bunner,Andrew_Bunner,2,1,1,train
Ernie_Els,Ernie_Els,1,4,1,train
Mathias_Reichhold,Mathias_Reichhold,3,2,1,train
Ricardo_Lagos,Ricardo_Lagos,11,23,1,train
Robert_Bullock,Robert_Bullock,2,1,1,train
Felix_Mantilla,Felix_Mantilla,1,2,1,train
Jose_Dirceu,Jose_Dirceu,1,2,1,train
Bill_Clinton,Bill_Clinton,13,27,1,train
Paul_Wolfowitz,Paul_Wolfowitz,7,3,1,train
Evander_Holyfield,Evander_Holyfield,1,2,1,train
Arminio_Fraga,Arminio_Fraga,1,6,1,train
Jake_Gyllenhaal,Jake_Gyllenhaal,4,5,1,train
Bob_Colvin,Bob_Colvin,1,2,1,train
Rodrigo_Borja,Rodrigo_Borja,2,1,1,train
Tim_Curry,Tim_Curry,2,1,1,train
Sylvester_Stallone,Sylvester_Stallone,9,7,1,train
Faye_Dunaway,Faye_Dunaway,2,3,1,train
Chen_Liang_Yu,Chen_Liang_Yu,1,2,1,train
Mark_Philippoussis,Mark_Philippoussis,10,1,1,train
Mary_Landrieu,Mary_Landrieu,2,1,1,train
Victoria_Beckham,Victoria_Beckham,2,3,1,train
Jason_Kidd,Jason_Kidd,10,6,1,train
Ana_Palacio,Ana_Palacio,1,5,1,train
Lynn_Redgrave,Lynn_Redgrave,3,2,1,train
Paulo_Cesar_Pinheiro,Paulo_Cesar_Pinheiro,2,1,1,train
Xavier_Malisse,Xavier_Malisse,5,3,1,train
Rita_Moreno,Rita_Moreno,1,2,1,train
JJ_Redick,JJ_Redick,2,1,1,train
Princess_Caroline,Princess_Caroline,5,3,1,train
Bill_Graham,Bill_Graham,1,6,1,train
Neri_Marcore,Neri_Marcore,1,2,1,train
Elinor_Caplan,Elinor_Caplan,2,1,1,train
Prince_Naruhito,Prince_Naruhito,2,3,1,train
Derek_Lowe,Derek_Lowe,1,2,1,train
Christine_Ebersole,Christine_Ebersole,2,1,1,train
Gabriel_Batistuta,Gabriel_Batistuta,2,1,1,train
Anne_McLellan,Anne_McLellan,1,2,1,train
Charles_Bronson,Charles_Bronson,1,2,1,train
Steffi_Graf,Steffi_Graf,1,2,1,train
Hideki_Matsui,Hideki_Matsui,1,2,1,train
Laurent_Gbagbo,Laurent_Gbagbo,1,2,1,train
Tom_Daschle,Tom_Daschle,9,1,1,train
Sharon_Davis,Sharon_Davis,1,2,1,train
Robbie_Williams,Robbie_Williams,2,3,1,train
Bob_Dole,Bob_Dole,2,1,1,train
Ernesto_Zedillo,Ernesto_Zedillo,1,2,1,train
Michael_Bloomberg,Michael_Bloomberg,3,5,1,train
Jerry_Springer,Jerry_Springer,2,4,1,train
Thomas_Fargo,Thomas_Fargo,4,1,1,train
Chris_Tucker,Chris_Tucker,2,1,1,train
Tom_Harkin,Tom_Harkin,5,3,1,train
Thomas_Wyman,Thomas_Wyman,2,1,1,train
Lisa_Gottsegen,Lisa_Gottsegen,1,2,1,train
Kathleen_Kennedy_Townsend,Kathleen_Kennedy_Townsend,4,2,1,train
Paul_Gascoigne,Paul_Gascoigne,3,1,1,train
Justine_Henin,Justine_Henin,3,2,1,train
Christian_Wulff,Christian_Wulff,2,1,1,train
Alvaro_Silva_Calderon,Alvaro_Silva_Calderon,4,1,1,train
Lili_Taylor,Lili_Taylor,2,1,1,train
Kiki_Vandeweghe,Kiki_Vandeweghe,1,2,1,train
Marcelo_Salas,Marcelo_Salas,3,2,1,train
Mathias_Reichhold,Mathias_Reichhold,3,2,1,train
Roger_Moore,Roger_Moore,3,5,1,train
Tom_Cruise,Tom_Cruise,5,7,1,train
Mohammed_Baqir_al-Hakim,Mohammed_Baqir_al-Hakim,3,1,1,train
Hector_Babenco,Hector_Babenco,1,2,1,train
Michel_Therrien,Michel_Therrien,2,1,1,train
Hanan_Ashrawi,Hanan_Ashrawi,1,2,1,train
Joe_Mantello,Joe_Mantello,1,2,1,train
Martha_Lucia_Ramirez,Martha_Lucia_Ramirez,3,1,1,train
Ashton_Kutcher,Ashton_Kutcher,2,1,1,train
Robert_Torricelli,Robert_Torricelli,1,3,1,train
Abdullah_al-Attiyah,Abdullah_al-Attiyah,3,1,1,train
Franz_Fischler,Franz_Fischler,1,3,1,train
Tom_Glavine,Tom_Glavine,1,2,1,train
Sergey_Lavrov,Sergey_Lavrov,11,10,1,train
Nikki_Reed,Nikki_Reed,1,2,1,train
William_Macy,William_Macy,3,4,1,train
Arianna_Huffington,Arianna_Huffington,1,3,1,train
Emanuel_Ginobili,Emanuel_Ginobili,3,4,1,train
Michael_Leavitt,Michael_Leavitt,2,1,1,train
Arnoldo_Aleman,Arnoldo_Aleman,3,1,1,train
Robert_Bullock,Robert_Bullock,2,1,1,train
Manfred_Stolpe,Manfred_Stolpe,2,1,1,train
Tony_Parker,Tony_Parker,2,1,1,train
Martha_Burk,Martha_Burk,2,3,1,train
Paul_Patton,Paul_Patton,1,2,1,train
Robinson_Stevenin,Robinson_Stevenin,1,2,1,train
Don_Siegelman,Don_Siegelman,1,2,1,train
Emma_Watson,Emma_Watson,1,5,1,train
John_McCormack,John_McCormack,1,2,1,train
Martha_Lucia_Ramirez,Martha_Lucia_Ramirez,1,2,1,train
Steve_Lavin,Steve_Lavin,6,1,1,train
Megan_Mullally,Megan_Mullally,3,2,1,train
William_Bulger,William_Bulger,2,3,1,train
Spencer_Abraham,Spencer_Abraham,13,1,1,train
